name,author.1,author.2,author.3,narrator.1,narrator.2,narrator.3,time,Duration,releasedate,language,stars,price,releaseinfo
Hard To Hold,K.Bromberg,,,ShaneEast,VanessaEdwin,,9 hrs and 45 mins,0.09:45:00,02-12-2020,English,5,668.00,"02-12-2020, English"
Headstrong,EdenFinley,,,TimPaige,IggyToma,,7 hrs and 8 mins,0.07:08:00,08-06-2021,English,,586.00,"08-06-2021, English"
Goal Lines & First Times,EdenFinley,SaxonJames,,AlexanderCendese,IggyToma,,8 hrs and 4 mins,0.08:04:00,25-05-2021,English,,586.00,"25-05-2021, English"
Wreckless,KatieGolding,,,JeremyYork,RamonaMaster,,11 hrs and 1 min,0.11:01:00,03-06-2021,English,,1172.00,"03-06-2021, English"
Lean On Me (German Edition),HelenaHunting,,,CorinnaDorenkamp,MartinBross,,9 hrs and 36 mins,0.09:36:00,30-04-2021,german,,468.00,"30-04-2021, german"
All Or Nothing,EmilyBunney,,,JeremyBartelt,,,8 hrs,0.08:00:00,08-04-2021,English,,234.00,"08-04-2021, English"
Spiked By Love,ToniAleo,,,FelicityMunroe,AidenSnow,,10 hrs and 42 mins,0.10:42:00,30-03-2021,English,,703.00,"30-03-2021, English"
Strictly On Ice,HelenBuckley,,,LauraKirman,,,7 hrs and 53 mins,0.07:53:00,27-04-2021,English,,706.00,"27-04-2021, English"
Gold Digger,TatumWest,,,AlexanderCendese,TorThom,,6 hrs and 8 mins,0.06:08:00,29-10-2019,English,,586.00,"29-10-2019, English"
A Lie For A Lie,HelenaHunting,,,StellaBloom,JasonClarke,,8 hrs and 35 mins,0.08:35:00,15-10-2019,English,5,837.00,"15-10-2019, English"
Hate To Love You,Tijan,,,SavannahPeachwood,,,11 hrs and 12 mins,0.11:12:00,26-09-2017,English,5,836.00,"26-09-2017, English"
Ruthless Knight,AshleyJade,,,TeddyHamilton,LilaWinters,,15 hrs and 56 mins,0.15:56:00,04-08-2020,English,5,1340.00,"04-08-2020, English"
Only One Kiss,NatashaMadison,,,AvaLucas,ConnorCrais,,7 hrs and 59 mins,0.07:59:00,03-12-2020,English,,1172.00,"03-12-2020, English"
Song For A Cowboy,SashaSummers,,,RobynVerne,,,10 hrs and 31 mins,0.10:31:00,04-03-2021,English,,1172.00,"04-03-2021, English"
Raw Deal,CherrieLynn,,,JuliaDuvall,,,8 hrs and 11 mins,0.08:11:00,24-01-2017,English,,134.00,"24-01-2017, English"
Un Milione Di Maledetti Motivi,CristinaBruni,,,JacquesOpo,,,5 hrs and 57 mins,0.05:57:00,24-02-2021,italian,,228.00,"24-02-2021, italian"
Play By Play,KayleeRyan,,,CurtBonnem,ElizabethHart,,1 hr and 49 mins,0.01:49:00,09-02-2021,English,,234.00,"09-02-2021, English"
Changing Lines,ToniAleo,,,FelicityMunroe,AidenSnow,,1 hr and 59 mins,0.01:59:00,16-03-2021,English,,234.00,"16-03-2021, English"
"Pucks, Sticks, And Diapers",ToniAleo,,,JillianMacie,,,1 hr and 41 mins,0.01:41:00,16-02-2021,English,,234.00,"16-02-2021, English"
End Game,ToniAleo,,,FelicityMunroe,AidenSnow,,14 hrs and 12 mins,0.14:12:00,16-02-2021,English,,703.00,"16-02-2021, English"
Swing And A Mishap,TaraSivec,,,KelseyNavarro,TimPaige,,8 hrs and 59 mins,0.08:59:00,09-02-2021,English,,586.00,"09-02-2021, English"
Hard Love,SaraNey,,,AlexanderCendese,ElizabethHart,,8 hrs and 13 mins,0.08:13:00,16-03-2021,English,,586.00,"16-03-2021, English"
Lessons In Lemonade,KathrynAndrews,,,JoshuaMacrae,NatalieDuke,,10 hrs and 48 mins,0.10:48:00,16-03-2021,English,,422.00,"16-03-2021, English"
Only One Touch,NatashaMadison,,,AvaLucas,ConnorCrais,,7 hrs and 12 mins,0.07:12:00,25-03-2021,English,,1172.00,"25-03-2021, English"
I Hate You,IlsaMadden-Mills,,,SavannahPeachwood,TeddyHamilton,,8 hrs and 36 mins,0.08:36:00,10-09-2019,English,,668.00,"10-09-2019, English"
Complicated Hearts,AshleyJade,,,TeddyHamilton,MiaMadison,,7 hrs and 13 mins,0.07:13:00,05-03-2018,English,,468.00,"05-03-2018, English"
A Favor For A Favor,HelenaHunting,,,ErinMallon,JacobMorgan,,8 hrs and 5 mins,0.08:05:00,28-01-2020,English,5,844.00,"28-01-2020, English"
Loud Mouth,AveryFlynn,,,KelseyNavarro,TimPaige,,6 hrs and 13 mins,0.06:13:00,25-08-2020,English,,1172.00,"25-08-2020, English"
Long Shot: A Hoops Novel,KennedyRyan,,,SeanCrisden,JoRaylan,,13 hrs and 10 mins,0.13:10:00,14-08-2018,English,4.5,703.00,"14-08-2018, English"
Complicated Hearts,AshleyJade,,,TeddyHamilton,MiaMadison,,11 hrs and 37 mins,0.11:37:00,11-04-2018,English,5,468.00,"11-04-2018, English"
The Player Next Door,K.A.Tucker,,,LuciChristianBell,,,10 hrs and 42 mins,0.10:42:00,22-09-2020,English,5,836.00,"22-09-2020, English"
Clutch Player,NikkiAsh,HeroClub,,SummerRoberts,TimPaige,,8 hrs and 49 mins,0.08:49:00,17-05-2020,English,,668.00,"17-05-2020, English"
Dirty Secret,MiraLynKelly,,,SavannahPeachwood,ChristianFox,,5 hrs and 39 mins,0.05:39:00,01-09-2020,English,,1172.00,"01-09-2020, English"
Fighting For You,GiannaGabriela,,,StephanieRose,BrandonUtah,,5 hrs and 52 mins,0.05:52:00,29-10-2019,English,,586.00,"29-10-2019, English"
Parental Guidance,AveryFlynn,,,TimPaige,,,6 hrs and 27 mins,0.06:27:00,28-08-2019,English,5,1172.00,"28-08-2019, English"
Pucked Up,HelenaHunting,,,JoeArden,,,11 hrs and 49 mins,0.11:49:00,03-05-2016,English,5,836.00,"03-05-2016, English"
Juked,M.E.Carter,,,JoeArden,SimoneLewis,,7 hrs and 8 mins,0.07:08:00,01-08-2017,English,,668.00,"01-08-2017, English"
Groupie,M.E.Carter,,,MuffyNewtown,ChristianFox,,7 hrs and 11 mins,0.07:11:00,01-08-2017,English,,668.00,"01-08-2017, English"
Fallen Crest Home,Tijan,,,SaskiaMaarleveld,GrahamHalstead,,10 hrs and 4 mins,0.10:04:00,11-07-2017,English,5,836.00,"11-07-2017, English"
Hart To Heart,M.E.Carter,,,JacobMorgan,,,5 hrs and 6 mins,0.05:06:00,30-06-2017,English,,668.00,"30-06-2017, English"
Reckless In Texas,KariLynnDell,,,JohannaParker,,,10 hrs and 46 mins,0.10:46:00,23-05-2017,English,,1055.00,"23-05-2017, English"
Once Perfect,CecyRobson,,,MercedesMoreno,,,7 hrs and 49 mins,0.07:49:00,06-06-2017,English,5,668.00,"06-06-2017, English"
Promise Me,KristinMayer,,,NelsonHobbs,ShirlRae,,10 hrs and 20 mins,0.10:20:00,08-09-2014,English,,938.00,"08-09-2014, English"
Strings Of The Heart,KatieAshley,,,LukeDaniels,JustineO.Keef,,9 hrs and 40 mins,0.09:40:00,09-09-2014,English,,1008.00,"09-09-2014, English"
#Nerd,CambriaHebert,,,ChandraSkyye,EricMichaelSummerer,,8 hrs and 8 mins,0.08:08:00,16-06-2015,English,,1055.00,"16-06-2015, English"
Fallen Crest University,Tijan,,,GrahamHalstead,SaskiaMaarleveld,,9 hrs and 34 mins,0.09:34:00,08-12-2015,English,5,1055.00,"08-12-2015, English"
#Hater,CambriaHebert,,,ChandraSkyye,EricMichaelSummerer,,8 hrs and 35 mins,0.08:35:00,07-07-2015,English,,1055.00,"07-07-2015, English"
Phenomenal X,MichelleA.Valentine,,,AlexandriaWilde,SeanCrisden,,7 hrs and 2 mins,0.07:02:00,22-07-2014,English,,891.00,"22-07-2014, English"
The One That Got Away,KarinaHalle,,,SamanthaCook,JeremyYork,,11 hrs and 6 mins,0.11:06:00,26-01-2021,English,,703.00,"26-01-2021, English"
Only One Night,NatashaMadison,,,AvaLucas,ConnorCrais,,7 hrs and 30 mins,0.07:30:00,02-02-2021,English,,1172.00,"02-02-2021, English"
Not My Match,IlsaMadden-Mills,,,SummerMorton,AlexanderCendese,,9 hrs and 21 mins,0.09:21:00,19-01-2021,English,,844.00,"19-01-2021, English"
Bring It Home,ToniAleo,,,StephenDexter,TanyaEby,,2 hrs and 53 mins,0.02:53:00,19-01-2021,English,,351.00,"19-01-2021, English"
Merciless King,EllieJean,HeroClub,,SummerRoberts,MichaelManion,,7 hrs and 50 mins,0.07:50:00,29-11-2020,English,,668.00,"29-11-2020, English"
The Setup,MeghanQuinn,,,KelseyNavarro,ConnorCrais,,12 hrs and 28 mins,0.12:28:00,17-11-2020,English,,1172.00,"17-11-2020, English"
Hot As Ice - Hei��kalt Gek�Sst,HelenaHunting,,,EmiliaWeinert,PhilippReuther,,12 hrs and 12 mins,0.12:12:00,06-11-2020,german,,334.00,"06-11-2020, german"
The Play,NatalieWrye,,,TristanJosiah,TatianaSokolov,,6 hrs and 52 mins,0.06:52:00,06-10-2020,English,,1172.00,"06-10-2020, English"
Dirty Rebound,MiraLynKelly,,,SavannahPeachwood,ChristianFox,,6 hrs and 7 mins,0.06:07:00,13-10-2020,English,,1172.00,"13-10-2020, English"
The Change Up,MeghanQuinn,,,KelseyNavarro,ConnorCrais,,13 hrs and 23 mins,0.13:23:00,19-11-2020,English,,1172.00,"19-11-2020, English"
Oscura Redenci�N [Dark Redemption],KristelRalston,,,BernHoffman,,,14 hrs and 17 mins,0.14:17:00,29-09-2020,spanish,,836.00,"29-09-2020, spanish"
Maeve (German Edition),VioletThomas,,,AnjaUmland,,,4 hrs and 11 mins,0.04:11:00,23-09-2020,german,,267.00,"23-09-2020, german"
Mister Dimples,LindsayBecs,HeroClub,,WenRoss,KaiKennicott,,5 hrs and 27 mins,0.05:27:00,14-09-2020,English,,668.00,"14-09-2020, English"
Real Fake Love,PippaGrant,,,VirginiaRose,JasonClarke,,9 hrs and 4 mins,0.09:04:00,03-09-2020,English,4,668.00,"03-09-2020, English"
The Right Way,KatieAshley,,,KelseyNavarro,TimPaige,,7 hrs and 43 mins,0.07:43:00,25-08-2020,English,,586.00,"25-08-2020, English"
Las Curvas Del Amor (Narraci�N En Castellano) [The Curves Of Love],StefaniaGil,,,MireiaChambó,,,6 hrs and 49 mins,0.06:49:00,28-07-2020,spanish,,691.00,"28-07-2020, spanish"
Fearless,KatieGolding,,,RamonaMaster,BenjaminD.Walker,,9 hrs and 41 mins,0.09:41:00,28-07-2020,English,,1172.00,"28-07-2020, English"
The Hard Way,KatieAshley,,,KelseyNavarro,TimPaige,,8 hrs and 28 mins,0.08:28:00,23-06-2020,English,,586.00,"23-06-2020, English"
Fateful Fighter,KathyCoopmans,HeroClub,,DesireéKetchum,TeddyHamilton,,7 hrs and 13 mins,0.07:13:00,31-05-2020,English,,668.00,"31-05-2020, English"
Cocky Notes,LeesaBow,HeroClub,,AlixDale,NathanielBlack,,6 hrs and 30 mins,0.06:30:00,28-06-2020,English,,668.00,"28-06-2020, English"
Hawk,HeidiMcLaughlin,,,NelsonHobbs,StephanieRose,,7 hrs and 50 mins,0.07:50:00,10-06-2020,English,,586.00,"10-06-2020, English"
Hard And Fast,LisaReneeJones,,,ChristianFox,AvaErickson,,6 hrs and 15 mins,0.06:15:00,14-09-2020,English,,668.00,"14-09-2020, English"
Hot Target,LisaReneeJones,,,ChristianFox,AvaErickson,,5 hrs and 46 mins,0.05:46:00,14-09-2020,English,,668.00,"14-09-2020, English"
Misunderstood,KatyKaylee,,,AlexKydd,ElizabethRussell,,7 hrs and 26 mins,0.07:26:00,12-05-2020,English,,586.00,"12-05-2020, English"
Benched,ColleenCharles,,,CJBloom,TeddyHamilton,,7 hrs and 31 mins,0.07:31:00,28-04-2020,English,,586.00,"28-04-2020, English"
Man Down,KateMeader,,,RamonaMaster,,,10 hrs and 14 mins,0.10:14:00,08-09-2020,English,,1172.00,"08-09-2020, English"
This Is Wild,NatashaMadison,,,MelissaMoran,JamesonAdam,,10 hrs and 7 mins,0.10:07:00,05-05-2020,English,,1172.00,"05-05-2020, English"
This Is Forever,NatashaMadison,,,MiaMadison,LanceAdams,,9 hrs and 21 mins,0.09:21:00,23-06-2020,English,,1172.00,"23-06-2020, English"
Healing Hearts - F�R Immer In Deinem Herzen,AnnabellNolan,,,YesimMeisheit,,,18 hrs and 40 mins,0.18:40:00,01-04-2020,german,,267.00,"01-04-2020, german"
Delay Of Game,StephanieKay,,,SamanthaCook,,,9 hrs and 3 mins,0.09:03:00,07-04-2020,English,,586.00,"07-04-2020, English"
Falling From Gravity,K.K.Allen,,,ErinMallon,JasonClarke,,2 hrs and 3 mins,0.02:03:00,07-04-2020,English,,1172.00,"07-04-2020, English"
Always Enough,KellyElliott,,,AmandaRonconi,NelsonHobbs,,8 hrs and 34 mins,0.08:34:00,07-04-2020,English,,844.00,"07-04-2020, English"
Win For Love (German Edition),K.Bromberg,,,AlexanderSchwarz,JuliavonTettenborn,,8 hrs and 56 mins,0.08:56:00,02-03-2020,german,,468.00,"02-03-2020, german"
The Ninth Inning,J.Sterling,,,ErinMallon,JasonClarke,,7 hrs and 23 mins,0.07:23:00,10-04-2020,English,,820.00,"10-04-2020, English"
Commander,KristyMarie,,,AmelieGriffin,NelsonHobbs,,14 hrs and 34 mins,0.14:34:00,25-02-2020,English,1,703.00,"25-02-2020, English"
Juicy Rebound,ToniAleo,,,StephenDexter,TanyaEby,,8 hrs and 56 mins,0.08:56:00,28-01-2020,English,,703.00,"28-01-2020, English"
Never Enough,KellyElliott,,,AlexanderCendese,GabrielleCendese,,8 hrs and 7 mins,0.08:07:00,04-02-2020,English,,844.00,"04-02-2020, English"
Befund Happy End,AnnabellNolan,,,YesimMeisheit,,,3 hrs and 7 mins,0.03:07:00,06-12-2019,german,,65.00,"06-12-2019, german"
Homerun Zu Dir,SaskiaLouis,,,LisaRauen,,,9 hrs and 17 mins,0.09:17:00,27-11-2019,german,,233.00,"27-11-2019, german"
Playing The Player,AmyAndrews,,,BrieJackman,,,8 hrs and 16 mins,0.08:16:00,13-11-2019,English,,1172.00,"13-11-2019, English"
Playing It Cool,AmyAndrews,,,BrieJackman,,,7 hrs and 49 mins,0.07:49:00,07-11-2019,English,,1172.00,"07-11-2019, English"
Dirty Irish,MaganVernon,,,RichardSawyer,ElizabethKlett,,5 hrs and 18 mins,0.05:18:00,03-12-2019,English,,1172.00,"03-12-2019, English"
Trust The Push,KayleeRyan,,,TeddyHamilton,CallieDalton,,7 hrs and 16 mins,0.07:16:00,05-11-2019,English,,668.00,"05-11-2019, English"
Lips Close To Mine,RobinBielman,,,ReaganWest,OliverClark,,9 hrs and 42 mins,0.09:42:00,10-12-2019,English,,1172.00,"10-12-2019, English"
Die Liebe Ist (K)Ein Spiel,SaskiaLouis,,,LisaRauen,,,9 hrs and 38 mins,0.09:38:00,24-10-2019,german,,233.00,"24-10-2019, german"
Playing By Her Rules,AmyAndrews,,,BrieJackman,,,7 hrs and 29 mins,0.07:29:00,23-10-2019,English,,1172.00,"23-10-2019, English"
Prognose Traummann,AnnabellNolan,,,YesimMeisheit,,,3 hrs and 8 mins,0.03:08:00,31-10-2019,german,,65.00,"31-10-2019, german"
Losing Princeton Charming,FrankieLove,C.M.Seabrook,,TeddyHamilton,MelissaBarr,,4 hrs and 10 mins,0.04:10:00,02-10-2019,English,,468.00,"02-10-2019, English"
The Sureness Of Horses,KevinArnold,,,SandsHall,,,8 hrs and 55 mins,0.08:55:00,24-09-2019,English,,937.00,"24-09-2019, English"
Covet,EllaJames,,,StaceyHolmes,TimPaige,,15 hrs and 14 mins,0.15:14:00,17-09-2019,English,,1003.00,"17-09-2019, English"
Symptom Gl�Cksgef�Hl,AnnabellNolan,,,YesimMeisheit,,,3 hrs and 5 mins,0.03:05:00,30-09-2019,german,,65.00,"30-09-2019, german"
Notfall Liebeskummer,AnnabellNolan,,,YesimMeisheit,,,2 hrs and 53 mins,0.02:53:00,31-07-2019,german,,65.00,"31-07-2019, german"
The Hardest Route,A.S.Teague,,,ElizabethHart,AlexKydd,,8 hrs and 58 mins,0.08:58:00,16-07-2019,English,,586.00,"16-07-2019, English"
Kiss And Break Up,EllaFields,,,KathrynLynhurst,BrandonUtah,,9 hrs and 27 mins,0.09:27:00,26-06-2019,English,,1172.00,"26-06-2019, English"
Nebenwirkung Herzklopfen,AnnabellNolan,,,YesimMeisheit,,,3 hrs and 15 mins,0.03:15:00,28-06-2019,german,,65.00,"28-06-2019, german"
Play Me,KellyElliott,KristinMayer,,StephenDexter,SavannahPeachwood,,8 hrs and 26 mins,0.08:26:00,11-06-2019,English,4,668.00,"11-06-2019, English"
Quit Your Pitchin',LaniLynnVale,,,MasonLloyd,KendallTaylor,,5 hrs and 3 mins,0.05:03:00,12-06-2019,English,,469.00,"12-06-2019, English"
Before Girl,KateCanterbary,,,VirginiaRose,JasonClarke,,9 hrs and 3 mins,0.09:03:00,09-04-2019,English,,668.00,"09-04-2019, English"
Risky Play,RachelVanDyken,,,CJBloom,EricLondon,,7 hrs and 10 mins,0.07:10:00,19-03-2019,English,,502.00,"19-03-2019, English"
Mordsm���ig Kaltgemacht,SaskiaLouis,,,SandraBecker,,,9 hrs and 3 mins,0.09:03:00,01-02-2019,german,,434.00,"01-02-2019, german"
Deflected,M.E.Carter,,,ChristianFox,MuffyNewtown,,5 hrs and 29 mins,0.05:29:00,22-01-2019,English,,668.00,"22-01-2019, English"
Big Stick,R.C.Stephens,,,ArielaCrow,BurkeStevens,,8 hrs and 9 mins,0.08:09:00,14-05-2019,English,,837.00,"14-05-2019, English"
K�Ss Niemals Einen Baseballer,SaskiaLouis,,,VeraLangenkamp,,,8 hrs and 35 mins,0.08:35:00,27-12-2018,german,,535.00,"27-12-2018, german"
Until We'Re More,CindiMadsen,,,KristinWatsonHeintz,TeddyHamilton,,10 hrs and 20 mins,0.10:20:00,18-12-2018,English,,1005.00,"18-12-2018, English"
Swagger,LizLincoln,,,AvaErickson,JackobiDiem,,9 hrs and 18 mins,0.09:18:00,26-11-2018,English,,468.00,"26-11-2018, English"
High Stick: Jarrett,AliciaHunterPace,,,AndrewEiden,,,6 hrs and 40 mins,0.06:40:00,23-10-2018,English,,468.00,"23-10-2018, English"
In This Moment,AutumnDoughton,,,CrisDukehart,KrisKoscheski,,8 hrs and 38 mins,0.08:38:00,07-07-2014,English,,891.00,"07-07-2014, English"
Blown Away,BrendaRothert,,,KateUdall,KaleoGriffith,,6 hrs and 41 mins,0.06:41:00,03-05-2016,English,,668.00,"03-05-2016, English"
Slap Shot: Bryant,AliciaHunterPace,,,AndrewEiden,,,7 hrs and 4 mins,0.07:04:00,27-09-2018,English,,468.00,"27-09-2018, English"
Un Piccolo Sogno,SusanElizabethPhillips,,,ChiaraFrancese,,,13 hrs and 37 mins,0.13:37:00,06-10-2018,italian,,843.00,"06-10-2018, italian"
E Se Fosse Lui Quello Giusto?,SusanElizabethPhillips,,,TittiSaraceno,,,11 hrs and 52 mins,0.11:52:00,01-09-2018,italian,,766.00,"01-09-2018, italian"
Face Off: Emile,AliciaHunterPace,,,AndrewEiden,,,6 hrs and 41 mins,0.06:41:00,22-08-2018,English,,468.00,"22-08-2018, English"
Tanz Der Sonne Entgegen,MelaWagner,,,DagmarBittner,,,12 hrs and 40 mins,0.12:40:00,09-08-2018,german,,669.00,"09-08-2018, german"
Let Love In,MelissaCollins,,,ShirlRae,SeanCrisden,,7 hrs and 28 mins,0.07:28:00,30-09-2014,English,,1008.00,"30-09-2014, English"
Changing Course,AlyMartinez,,,LucyRivers,ChristianFox,,10 hrs and 17 mins,0.10:17:00,13-10-2014,English,,1008.00,"13-10-2014, English"
The Game Changer,J.Sterling,,,DaraRosenberg,,,8 hrs and 56 mins,0.08:56:00,10-01-2014,English,,668.00,"10-01-2014, English"
#Heart,CambriaHebert,,,ChandraSkyye,EricMichaelSummerer,,12 hrs and 31 mins,0.12:31:00,16-02-2016,English,,1008.00,"16-02-2016, English"
Sweet Spot,KateAngell,,,PaulBoehmer,,,8 hrs and 27 mins,0.08:27:00,08-10-2013,English,,668.00,"08-10-2013, English"
Li�S Pour La Vie,LaëtitiaMilot,,,CécileCombes,,,7 hrs and 15 mins,0.07:15:00,07-06-2018,french,,756.00,"07-06-2018, french"
Il Gioco Della Seduzione,SusanElizabethPhillips,,,TittiSaraceno,,,13 hrs and 51 mins,0.13:51:00,16-06-2018,italian,,843.00,"16-06-2018, italian"
No Limit,L.P.Dover,,,LidiaDornet,EricLondon,,6 hrs and 42 mins,0.06:42:00,09-08-2016,English,,820.00,"09-08-2016, English"
Wilder,RebeccaYarros,,,ChristianFox,LaurenSweet,,11 hrs and 49 mins,0.11:49:00,15-05-2018,English,,836.00,"15-05-2018, English"
Hard Limit,MeredithWild,,,JenniferStark,VictorBevine,,8 hrs and 18 mins,0.08:18:00,31-12-2014,English,4,668.00,"31-12-2014, English"
Rebel,RebeccaYarros,,,BrookeBloomingdale,OzzieRodriguez,,12 hrs and 15 mins,0.12:15:00,08-05-2018,English,5,836.00,"08-05-2018, English"
Straight From The Heart,TamiHoag,,,StaciSnell,,,5 hrs and 46 mins,0.05:46:00,21-06-2007,English,,754.00,"21-06-2007, English"
La Prima Stella Della Notte,S.E.Phillips,,,LauraRighi,,,11 hrs and 41 mins,0.11:41:00,14-08-2017,italian,,766.00,"14-08-2017, italian"
Der Bruder Ihrer Besten Freundin,T.J.Dell,,,DagmarBittner,,,6 hrs and 38 mins,0.06:38:00,21-05-2015,german,,267.00,"21-05-2015, german"
#Poser,CambriaHebert,,,ShaunGrindell,JillianMacie,,12 hrs and 16 mins,0.12:16:00,22-10-2015,English,,1055.00,"22-10-2015, English"
#Player,CambriaHebert,,,ChandraSkyye,EricMichaelSummerer,,9 hrs and 14 mins,0.09:14:00,28-07-2015,English,,1055.00,"28-07-2015, English"
Home Run,JohnGrisham,,,CharlesBrauer,,,6 hrs and 23 mins,0.06:23:00,14-03-2013,german,,468.00,"14-03-2013, german"
Trust Me,KristinMayer,,,NelsonHobbs,ShirlRae,,10 hrs and 46 mins,0.10:46:00,05-08-2014,English,,938.00,"05-08-2014, English"
Love Me,KristinMayer,,,NelsonHobbs,ShirlRae,,10 hrs and 53 mins,0.10:53:00,25-08-2014,English,,938.00,"25-08-2014, English"
Play For Keeps,MaggieWells,,,SamanthaCook,,,10 hrs and 40 mins,0.10:40:00,03-04-2018,English,,468.00,"03-04-2018, English"
Reckless (Spanish Edition),KristelRalston,,,GiovanniCruz,,,9 hrs and 48 mins,0.09:48:00,03-04-2018,spanish,,668.00,"03-04-2018, spanish"
Until You'Re Mine,CindiMadsen,,,AlexanderCendese,C.J.Bloom,,9 hrs and 1 min,0.09:01:00,28-02-2018,English,,670.00,"28-02-2018, English"
Max,SawyerBennett,,,CrisDukehart,GrahamHalstead,,7 hrs and 32 mins,0.07:32:00,13-12-2016,English,,820.00,"13-12-2016, English"
Maybe This Time,JenniferSnow,,,AndiArndt,,,8 hrs and 24 mins,0.08:24:00,29-11-2016,English,,500.00,"29-11-2016, English"
In The Dark,MonicaMurphy,,,SeraphineValentine,JackDuPont,,10 hrs and 27 mins,0.10:27:00,30-03-2016,English,,820.00,"30-03-2016, English"
Infinity + One,AmyHarmon,,,TaviaGilbert,,,10 hrs and 16 mins,0.10:16:00,31-03-2015,English,,891.00,"31-03-2015, English"
Tumbleweeds,LeilaMeacham,,,AngeleMasters,,,14 hrs and 55 mins,0.14:55:00,19-06-2012,English,,500.00,"19-06-2012, English"
Crazy Pucking Love,CindiMadsen,,,AlexanderCendese,KateWaldren,,9 hrs and 9 mins,0.09:09:00,05-02-2018,English,,670.00,"05-02-2018, English"
Confessions Of A Former Puck Bunny,CindiMadsen,,,AdamVerner,C.J.Bloom,,8 hrs and 26 mins,0.08:26:00,06-02-2018,English,,670.00,"06-02-2018, English"
It'S Always Been You,PamelaAnn,,,LucyMalone,NelsonHobbs,,6 hrs and 57 mins,0.06:57:00,05-08-2014,English,,891.00,"05-08-2014, English"
Stolen Course,AlyMartinez,,,ChristianFox,LucyRivers,,8 hrs and 52 mins,0.08:52:00,10-11-2014,English,,1008.00,"10-11-2014, English"
Wrecked,EmilySnow,,,ChandraSkyye,,,7 hrs and 33 mins,0.07:33:00,25-11-2014,English,,891.00,"25-11-2014, English"
Slow Play,MonicaMurphy,,,SeraphineValentine,JackDuPont,,11 hrs and 20 mins,0.11:20:00,29-04-2016,English,,820.00,"29-04-2016, English"
Loving Lily,PamelaAnn,,,NelsonHobbs,LucyMalone,,5 hrs and 46 mins,0.05:46:00,05-04-2016,English,,773.00,"05-04-2016, English"
Love Game,MaggieWells,,,SamanthaCook,,,11 hrs and 59 mins,0.11:59:00,06-02-2018,English,,468.00,"06-02-2018, English"
Birthday Girl,LilyKate,,,KashaKensington,IggyToma,,9 hrs and 21 mins,0.09:21:00,02-01-2018,English,,891.00,"02-01-2018, English"
Delayed Call,ToniAleo,,,JillianMacie,,,15 hrs and 24 mins,0.15:24:00,26-12-2017,English,,1055.00,"26-12-2017, English"
Power Play,MariaLuis,,,ElizabethHart,JoeHempel,,5 hrs and 13 mins,0.05:13:00,26-12-2017,English,,773.00,"26-12-2017, English"
"Boss Girl: Minnesota Ice, Book 2",LilyKate,,,KashaKensington,IggyToma,,9 hrs and 13 mins,0.09:13:00,14-12-2017,English,,891.00,"14-12-2017, English"
Thoroughbreds And Trailer Trash,BevPettersen,,,ColeenMarlo,,,9 hrs and 5 mins,0.09:05:00,05-12-2017,English,,938.00,"05-12-2017, English"
Slammed,VictoriaDenault,,,J.F.Harding,HollyChandler,,8 hrs and 33 mins,0.08:33:00,05-12-2017,English,,500.00,"05-12-2017, English"
Face-Off At The Altar,ToniAleo,,,JillianMacie,,,16 hrs and 3 mins,0.16:03:00,21-11-2017,English,,1055.00,"21-11-2017, English"
One Night,AleathaRomig,,,BrianPallino,SamanthaPrescott,,5 hrs and 29 mins,0.05:29:00,17-10-2017,English,,668.00,"17-10-2017, English"
Maybe This Christmas,JenniferSnow,,,JennywrenWalker,,,8 hrs and 27 mins,0.08:27:00,26-09-2017,English,,500.00,"26-09-2017, English"
Heavy Turbulence,KimberlyFox,,,NoelleBridges,AlexanderCendese,,6 hrs and 40 mins,0.06:40:00,26-09-2017,English,3,1641.00,"26-09-2017, English"
Fraternize,RachelVanDyken,,,SummerMorton,JeremyYork,AidenSnow,9 hrs and 2 mins,0.09:02:00,12-09-2017,English,,469.00,"12-09-2017, English"
Libro De Mal Amor [The Book Of Bad Love],FernandoIwasaki,,,DenisRodríguez,,,3 hrs and 54 mins,0.03:54:00,11-11-2010,spanish,,537.00,"11-11-2010, spanish"
Feels Like The First Time,MarinaAdair,,,HelenWick,,,7 hrs and 49 mins,0.07:49:00,25-04-2017,English,,500.00,"25-04-2017, English"
Third Base,HeidiMcLaughlin,,,AlastairHaynesbridge,,,7 hrs and 10 mins,0.07:10:00,04-04-2017,English,,500.00,"04-04-2017, English"
Out Of Bounds,LaurenBlakely,,,DouglasBerger,NickTecosky,YvonneSyn,3 hrs and 40 mins,0.03:40:00,14-03-2017,English,5,417.00,"14-03-2017, English"
Montecarlo,PeterTerrin,,,ÓscarChamorroOsa,,,3 hrs and 47 mins,0.03:47:00,25-08-2020,spanish,,38.00,"25-08-2020, spanish"
Jump Ball (German Edition),EmmaWagner,,,FannyBechert,,,6 hrs and 52 mins,0.06:52:00,07-10-2019,german,,434.00,"07-10-2019, german"
Overtime (German Edition),EmmaWagner,,,FannyBechert,,,9 hrs and 43 mins,0.09:43:00,27-11-2019,german,,434.00,"27-11-2019, german"
Homebase F�Rs Herz,SaskiaLouis,,,LisaRauen,,,10 hrs and 9 mins,0.10:09:00,11-11-2019,german,,434.00,"11-11-2019, german"
